,Encoding,CRF,TMO,Temporal,Spatial,Content,SurealMOS
7469,pq,39,Rana19TMO,smooth,desat_0.0,CourtYard,32.9354060136807
7470,pq,23,Durand02TMO,framewise,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Light3,58.231903675169846
7471,hlg,23,Yang21TMO,framewise,desat_0.75,Snow3,40.8562392557601
7472,pq,39,Oskarsson17TMO,shot,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,CourtYard,41.26403385511669
7473,hlg,39,HableTMO,framewise,desat_0.25,Birds,39.03511005738334
7474,hlg,31,Rana19TMO,framewise,desat_0.75,Snow3,39.72145935495183
7475,pq,23,Durand02TMO,shot,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,NighTraffic,59.790262006538775
7476,pq,39,Shan12TMO,framewise,wavelet_haar_levels_4,Chasing4,29.945904897208308
7477,pq,39,Durand02TMO,framewise,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,NighTraffic,40.051291304011436
7478,hlg,31,Durand02TMO,framewise,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,Snow3,51.07136904735
7479,pq,31,Durand02TMO,framewise,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Chasing4,53.76189032976984
7480,hlg,31,Yang21TMO,smooth,desat_0.25,Birds,51.543471709673184
7481,pq,31,Oskarsson17TMO,framewise,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Chasing4,39.28271191357387
7482,pq,39,Shan12TMO,shot,wavelet_haar_levels_3,Light3,46.103712243271566
7483,pq,39,HableTMO,smooth,desat_0.25,NighTraffic,41.92757345941041
7484,hlg,23,HableTMO,smooth,desat_0.5,Fall,56.94077624439425
7485,pq,31,Oskarsson17TMO,smooth,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Chasing4,30.432054793437036
7486,pq,39,Reinhard12TMO,shot,viewing_cond_red,Skyscraper,46.85610047520681
7487,pq,31,HableTMO,framewise,desat_0.5,NighTraffic,45.07393940461246
7488,hlg,31,Oskarsson17TMO,shot,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Birds,47.61359708361972
7489,hlg,39,Eilertsen15TMO,shot,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Fall,44.83131314219091
7490,pq,23,Oskarsson17TMO,framewise,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Chasing4,32.22742216084039
7491,hlg,23,ITU21TMO,smooth,peak_hdr_1000000.0,Blinds,45.71012641627492
7492,hlg,39,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.75,Blinds,36.02607855451753
7493,hlg,31,HableTMO,shot,desat_0.5,Birds,48.94809159798928
7494,hlg,31,Shan12TMO,smooth,wavelet_haar_levels_4,Sculpture,53.11875002089005
7495,hlg,31,Eilertsen15TMO,framewise,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Snow3,50.24153074847534
7496,hlg,39,Reinhard12TMO,framewise,viewing_cond_neutral,Blinds,44.70659185331239
7497,hlg,23,Shan12TMO,framewise,wavelet_haar_levels_2,Snow3,54.99286049655783
7498,pq,31,Rana19TMO,shot,desat_0.25,Skyscraper,39.2788286929332
7499,pq,31,HableTMO,smooth,desat_0.25,Skyscraper,61.42514468505948
7500,hlg,23,Shan12TMO,shot,wavelet_haar_levels_3,Blinds,55.509658726222774
7501,hlg,39,Oskarsson17TMO,shot,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Fall,55.125315783895516
7502,hlg,39,Yang21TMO,smooth,desat_0.25,Snow3,41.52866253579672
7503,hlg,39,Eilertsen15TMO,shot,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Birds,50.464916425811715
7504,pq,39,Durand02TMO,shot,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,CourtYard,59.26771519830127
7505,pq,31,ITU21TMO,smooth,peak_hdr_1000000.0,Chasing4,47.220009243802046
7506,hlg,39,Eilertsen15TMO,framewise,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Blinds,34.713501305450734
7507,pq,39,Rana19TMO,smooth,desat_0.75,CourtYard,36.39839904978185
7508,hlg,31,HableTMO,framewise,desat_0.75,Fall,43.30098931685353
7509,hlg,23,Rana19TMO,smooth,desat_0.75,Birds,39.499457388553516
7510,pq,39,ITU21TMO,framewise,peak_hdr_1000000.0,CargoBoat,34.59964237991679
7511,pq,39,Rana19TMO,shot,desat_0.5,Flowers,31.99714032519111
7512,pq,23,HableTMO,smooth,desat_0.25,Chasing3,55.13424018536267
7513,hlg,39,Reinhard12TMO,smooth,viewing_cond_blue,Snow1,44.252215722153196
7514,hlg,31,Shan12TMO,shot,wavelet_haar_levels_1,Snow1,57.58149781215856
7515,hlg,31,ITU21TMO,smooth,peak_hdr_100000.0,Sunset1,42.66343557668264
7516,hlg,39,HableTMO,smooth,desat_0.75,Snow2,39.94393325475627
7517,pq,31,Shan12TMO,framewise,wavelet_haar_levels_2,CargoBoat,37.617353313097915
7518,pq,31,Reinhard12TMO,shot,viewing_cond_blue,Chasing3,51.811513987241995
7519,pq,39,Reinhard12TMO,smooth,viewing_cond_red,Chasing1,53.66937707978029
7520,hlg,31,Eilertsen15TMO,framewise,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Sunset1,36.278694864314254
7521,pq,39,Durand02TMO,framewise,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Flowers,54.05471897262883
7522,hlg,39,Yang21TMO,framewise,desat_0.5,Sunset1,35.22122069290142
7523,hlg,39,Yang21TMO,smooth,desat_0.25,Buildings,46.91324678454727
7524,hlg,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.25,Snow2,52.41128201297086
7525,pq,23,Rana19TMO,framewise,desat_0.25,Chasing3,43.310443811692146
7526,pq,31,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.0,Flowers,67.238180613696
7527,pq,23,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.5,CargoBoat,46.9600413927656
7528,pq,31,Shan12TMO,framewise,wavelet_haar_levels_3,CargoBoat,39.3108780178141
7529,hlg,31,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.25,Sunset1,50.94185789150658
7530,hlg,31,ITU21TMO,shot,peak_hdr_1000.0,Sunset1,50.15629639460449
7531,hlg,23,Durand02TMO,shot,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Sunset1,45.481746471755734
7532,hlg,23,DolbyVisionTMO,smooth,None,Snow2,62.04390348657153
7533,pq,23,Reinhard12TMO,framewise,viewing_cond_neutral,Chasing3,56.70989902652039
7534,hlg,23,ITU21TMO,smooth,peak_hdr_100000.0,Snow1,58.014063345694225
7535,hlg,23,Yang21TMO,smooth,desat_0.5,Snow2,48.11469970418627
7536,hlg,31,Oskarsson17TMO,framewise,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Lights2,54.98936642804785
7537,hlg,31,Shan12TMO,smooth,wavelet_haar_levels_2,Snow1,54.05698772977647
7538,pq,39,Oskarsson17TMO,framewise,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Chasing3,44.7036354652971
7539,pq,39,Reinhard12TMO,framewise,viewing_cond_red,Daylight1,45.89774009051722
7540,pq,31,Eilertsen15TMO,smooth,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,CargoBoat,52.73234468260756
7541,pq,39,HableTMO,smooth,desat_0.25,Daylight1,42.26336956623208
7542,pq,31,ITU21TMO,smooth,peak_hdr_1000.0,Chasing1,51.24832172562406
7543,hlg,31,Reinhard12TMO,smooth,viewing_cond_green,Lights2,57.52855614707641
7544,hlg,39,Oskarsson17TMO,smooth,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Lights2,43.79015066099342
7545,hlg,39,Rana19TMO,framewise,desat_0.5,Lights2,41.848233458876905
7546,pq,31,Yang21TMO,framewise,desat_0.25,Daylight1,43.71881770664992
7547,pq,31,Reinhard12TMO,shot,viewing_cond_neutral,Chasing1,66.50329452477364
7548,pq,23,Shan12TMO,framewise,wavelet_haar_levels_2,Chasing1,64.02392397449808
7549,pq,39,ColorTransformTMO,framewise,None,Flowers,55.710086496539866
7550,hlg,23,Rana19TMO,smooth,desat_0.0,Buildings,48.60681137635486
7551,pq,31,Yang21TMO,shot,desat_0.5,Flowers,63.0359051342132
7552,pq,31,Durand02TMO,shot,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Chasing1,65.10651703969684
7553,pq,31,Shan12TMO,shot,wavelet_haar_levels_4,Chasing1,60.92978384088894
7554,pq,23,HableTMO,shot,desat_0.25,Flowers,66.78606621643071
7555,pq,39,Reinhard12TMO,smooth,viewing_cond_neutral,Daylight1,42.88797007871868
7556,hlg,23,Reinhard12TMO,smooth,viewing_cond_green,Buildings,59.18635600605801
7557,pq,39,Oskarsson17TMO,smooth,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Chasing1,47.584718870623846
7558,pq,23,Oskarsson17TMO,shot,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Daylight1,48.650189998071326
7559,hlg,23,Yang21TMO,smooth,desat_0.0,Lights2,43.299563819026766
7560,hlg,31,Rana19TMO,shot,desat_0.5,Sunset1,45.303446238744705
7561,hlg,39,Durand02TMO,smooth,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,Snow1,49.05509300059109
7562,pq,23,ITU21TMO,smooth,peak_hdr_10000.0,Chasing3,49.0371252532313
7563,hlg,23,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.0,Buildings,62.813341753078205
7564,hlg,31,Reinhard12TMO,smooth,viewing_cond_blue,Snow1,52.36475334528273
7565,hlg,39,Shan12TMO,framewise,wavelet_haar_levels_1,Snow1,49.63594347450045
7566,pq,31,Oskarsson17TMO,shot,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Chasing1,39.06923803064236
7567,hlg,39,Rana19TMO,framewise,desat_0.25,Lights2,45.01824431544071
7568,hlg,23,Rana19TMO,shot,desat_0.0,Buildings,51.10876786413266
7569,hlg,23,Durand02TMO,smooth,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Snow2,57.77939882698732
7570,hlg,39,Eilertsen15TMO,framewise,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Buildings,41.63277994393882
7571,pq,23,HableTMO,framewise,desat_0.75,CargoBoat,39.71653457286517
7572,hlg,23,Oskarsson17TMO,shot,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Snow2,56.78265945477029
7573,pq,39,Durand02TMO,framewise,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Daylight1,44.998263965762526
7574,pq,23,Shan12TMO,framewise,wavelet_haar_levels_4,Flowers,61.403706369355575
7575,hlg,39,Reinhard12TMO,smooth,viewing_cond_green,Snow1,42.53323803174196
7576,hlg,31,ExpertTM,None,None,Lights2,64.53599956484005
7577,hlg,31,ITU21TMO,shot,peak_hdr_100000.0,Buildings,54.72221660339527
7578,hlg,23,Oskarsson17TMO,framewise,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Lights2,54.61190251765212
7579,hlg,31,ITU21TMO,framewise,peak_hdr_1000.0,Snow2,59.240259854802936
7580,pq,31,ITU21TMO,shot,peak_hdr_1000000.0,OfficeBuilding,42.98529585033214
7581,pq,23,ITU21TMO,shot,peak_hdr_1000.0,Light4,47.93491655399453
7582,pq,23,Shan12TMO,smooth,wavelet_haar_levels_1,Porsche,68.17441075317842
7583,hlg,31,HableTMO,smooth,desat_0.5,Moon,57.06772924560858
7584,hlg,31,Durand02TMO,framewise,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Sunset2,52.07579129194079
7585,pq,39,Shan12TMO,framewise,wavelet_haar_levels_1,Light4,49.6281743035002
7586,pq,31,ColorTransformTMO,smooth,None,Light4,70.36658477867614
7587,pq,23,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.75,Bonfire,38.67983420559203
7588,pq,23,Eilertsen15TMO,shot,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,UrbanLandmark,62.098630832007615
7589,hlg,31,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.25,Moon,43.520164262388626
7590,pq,23,Reinhard12TMO,smooth,viewing_cond_blue,Light4,61.273469665733224
7591,hlg,31,Durand02TMO,shot,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Hockey,55.43197940866545
7592,pq,31,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.75,UrbanLandmark,41.6874993716175
7593,pq,31,Durand02TMO,framewise,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,UrbanLandmark,63.07751918714907
7594,hlg,39,Reinhard12TMO,smooth,viewing_cond_green,Hockey,44.77459384480579
7595,hlg,23,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.0,Sunset2,64.14037339988437
7596,hlg,39,Oskarsson17TMO,shot,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,CoffeeShop,48.30789983291977
7597,pq,31,Shan12TMO,smooth,wavelet_haar_levels_2,Bonfire,50.66773865524864
7598,hlg,39,Shan12TMO,smooth,wavelet_haar_levels_4,Hockey,38.27795552407202
7599,hlg,39,ITU21TMO,smooth,peak_hdr_1000.0,Sunset2,44.836234359584076
7600,pq,31,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.0,OfficeBuilding,54.532695226312946
7601,hlg,39,Yang21TMO,shot,desat_0.75,Sunset2,38.020178070975476
7602,hlg,31,Eilertsen15TMO,shot,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,Sunset2,55.07821846105492
7603,hlg,39,Yang21TMO,framewise,desat_0.25,Moon,33.91198929630652
7604,hlg,23,Durand02TMO,shot,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Lights1,63.36745435636809
7605,hlg,39,Rana19TMO,smooth,desat_0.0,Sunset2,39.29470423730158
7606,hlg,23,Yang21TMO,smooth,desat_0.75,Lights1,46.78990341310361
7607,hlg,39,Oskarsson17TMO,shot,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Lights1,47.79456778271856
7608,hlg,31,Reinhard12TMO,framewise,viewing_cond_green,Hockey,52.47118150342724
7609,hlg,23,Oskarsson17TMO,framewise,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Moon,51.95027211804786
7610,hlg,39,HableTMO,framewise,desat_0.5,CoffeeShop,46.3235159618335
7611,pq,23,Reinhard12TMO,framewise,viewing_cond_blue,OfficeBuilding,59.34580699071647
7612,pq,39,Rana19TMO,smooth,desat_0.25,OfficeBuilding,34.590572879925254
7613,hlg,39,Yang21TMO,framewise,desat_0.0,Hockey,39.54446069053966
7614,pq,31,Rana19TMO,framewise,desat_0.25,UrbanLandmark,39.336928013200854
7615,pq,31,Oskarsson17TMO,shot,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Porsche,64.29780200920186
7616,pq,23,Reinhard12TMO,shot,viewing_cond_blue,OfficeBuilding,59.43563508412296
7617,hlg,31,Eilertsen15TMO,smooth,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,CoffeeShop,58.5640316120483
7618,pq,31,Reinhard12TMO,framewise,viewing_cond_neutral,UrbanLandmark,56.13092734001091
7619,pq,39,Reinhard12TMO,smooth,viewing_cond_blue,Porsche,55.45843735041715
7620,hlg,23,Oskarsson17TMO,framewise,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,CoffeeShop,54.15574688295475
7621,hlg,31,Eilertsen15TMO,shot,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Lights1,56.41670831520319
7622,pq,31,Yang21TMO,framewise,desat_0.25,Light4,51.64927692489137
7623,hlg,23,Yang21TMO,smooth,desat_0.5,Moon,43.618404506122246
7624,pq,39,Durand02TMO,framewise,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,UrbanLandmark,47.30483593224774
7625,pq,23,Durand02TMO,framewise,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,Light4,61.46124699807504
7626,pq,31,Reinhard12TMO,shot,viewing_cond_blue,Bonfire,43.95571312944459
7627,pq,31,Rana19TMO,framewise,desat_0.0,Bonfire,37.65716218331228
7628,hlg,23,Oskarsson17TMO,smooth,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Moon,47.67701590756881
7629,hlg,31,HableTMO,shot,desat_0.75,Sunset2,44.75689912021077
7630,hlg,23,Shan12TMO,framewise,wavelet_haar_levels_2,Hockey,57.349849971015836
7631,pq,23,Rana19TMO,smooth,desat_0.0,Porsche,61.21349378872061
7632,hlg,31,HableTMO,framewise,desat_0.75,Lights1,47.08646214605287
7633,pq,31,ITU21TMO,smooth,peak_hdr_10000.0,Porsche,59.740106762274486
7634,hlg,31,ExpertTM,None,None,CoffeeShop,65.42325416826148
7635,hlg,31,HableTMO,framewise,desat_0.0,CoffeeShop,57.34749653028831
7636,pq,31,Yang21TMO,shot,desat_0.5,Porsche,59.75849517027355
7637,pq,31,Yang21TMO,framewise,desat_0.0,Bonfire,45.60167449353794
7638,pq,39,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.75,OfficeBuilding,40.6581911037988
7639,pq,23,Durand02TMO,shot,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,UrbanLandmark,53.74026744611949
7640,pq,31,DolbyVisionTMO,smooth,None,Bonfire,55.47066655304599
7641,hlg,39,ITU21TMO,framewise,peak_hdr_1000.0,CoffeeShop,52.859816229580375
7642,hlg,23,Oskarsson17TMO,smooth,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Moon,51.79126169867812
7643,pq,31,ITU21TMO,framewise,peak_hdr_10000.0,Light4,45.29922609561414
7644,hlg,31,Eilertsen15TMO,framewise,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Hockey,46.90806280291541
7645,pq,39,Eilertsen15TMO,smooth,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Bonfire,46.946024929293934
7646,hlg,39,Eilertsen15TMO,smooth,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Sunset2,45.384441511527434
7647,hlg,31,Durand02TMO,smooth,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Hockey,57.33989711459084
7648,pq,31,Oskarsson17TMO,smooth,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Bonfire,49.78451544129089
7649,pq,31,Reinhard12TMO,smooth,viewing_cond_blue,OfficeBuilding,53.73078763347594
7650,hlg,31,HableTMO,shot,desat_0.5,Moon,52.38566378894819
7651,pq,39,Oskarsson17TMO,shot,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Porsche,53.50610483062132
7652,hlg,39,Reinhard12TMO,framewise,viewing_cond_red,Lights1,59.01064682099862
7653,hlg,39,Oskarsson17TMO,smooth,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Hockey,43.30989616346863
7654,hlg,39,Durand02TMO,shot,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Hockey,47.60056710447449
7655,hlg,31,ITU21TMO,shot,peak_hdr_10000.0,Lights1,61.77763564499017
7656,pq,31,Yang21TMO,smooth,desat_0.25,Light4,57.069244137919206
7657,hlg,39,Durand02TMO,smooth,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,StainedGlass,48.977809401027976
7658,hlg,31,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.75,Sunroom,48.70346658539107
7659,pq,31,Oskarsson17TMO,smooth,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,CenterPanorama,44.92663095428156
7660,hlg,39,Durand02TMO,framewise,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Nativity,44.81050719475811
7661,hlg,31,HableTMO,framewise,desat_0.0,Nativity,58.87840701080404
7662,pq,39,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.0,firework,37.62129740210805
7663,hlg,31,Eilertsen15TMO,framewise,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,CarPark,45.28751492763893
7664,pq,31,Shan12TMO,framewise,wavelet_haar_levels_1,golf2,48.73729506425769
7665,pq,23,Yang21TMO,shot,desat_0.5,golf2,53.30944844379687
7666,hlg,39,Shan12TMO,shot,wavelet_haar_levels_1,Trees,58.26627139335126
7667,pq,23,Reinhard12TMO,shot,viewing_cond_green,football3,62.44073412930984
7668,pq,39,Shan12TMO,smooth,wavelet_haar_levels_3,CenterPanorama,43.30267979335951
7669,hlg,39,Durand02TMO,smooth,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,StainedGlass,41.16441694923942
7670,hlg,31,Eilertsen15TMO,smooth,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,Nativity,58.71657287924594
7671,hlg,23,Rana19TMO,smooth,desat_0.25,Trees,48.86395167237789
7672,hlg,39,Reinhard12TMO,framewise,viewing_cond_red,CarPark,46.38946829244372
7673,hlg,39,HableTMO,framewise,desat_0.75,Trees,42.72364086686674
7674,pq,23,Reinhard12TMO,smooth,viewing_cond_red,firework,69.39805402523339
7675,pq,31,Reinhard12TMO,framewise,viewing_cond_green,firework,62.96095237980157
7676,hlg,23,Durand02TMO,shot,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,CarPark,58.08527582215928
7677,pq,31,Rana19TMO,smooth,desat_0.5,firework,35.458728127598455
7678,pq,23,Oskarsson17TMO,smooth,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Light2,52.23575967987554
7679,hlg,31,ITU21TMO,smooth,peak_hdr_1000.0,StainedGlass,57.636847231427595
7680,hlg,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.25,Trees,62.59205425397552
7681,hlg,31,Shan12TMO,smooth,wavelet_haar_levels_1,Sunroom,64.20771914454807
7682,hlg,31,Reinhard12TMO,framewise,viewing_cond_neutral,CarPark,54.08264592151377
7683,hlg,31,Rana19TMO,framewise,desat_0.0,StainedGlass,54.893464544487195
7684,pq,31,Durand02TMO,framewise,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,CenterPanorama,46.69155729784014
7685,pq,39,Eilertsen15TMO,framewise,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,football3,43.72834136453581
7686,hlg,39,HableTMO,shot,desat_0.25,Trees,55.50514927426378
7687,pq,23,HableTMO,shot,desat_0.5,Light2,53.64224875501435
7688,hlg,23,Eilertsen15TMO,framewise,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Nativity,54.31998545402075
7689,pq,23,Shan12TMO,shot,wavelet_haar_levels_2,Light2,56.15711117385245
7690,pq,39,Yang21TMO,smooth,desat_0.0,football3,38.67069844133332
7691,hlg,31,Rana19TMO,framewise,desat_0.25,Sunroom,50.30414737925648
7692,hlg,31,Yang21TMO,framewise,desat_0.75,Sunroom,48.76594966511946
7693,pq,31,Eilertsen15TMO,shot,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,golf2,63.93868339513998
7694,hlg,31,HableTMO,shot,desat_0.75,CarPark,43.14407949967503
7695,hlg,31,Shan12TMO,framewise,wavelet_haar_levels_4,CarPark,48.87482374627546
7696,pq,31,Yang21TMO,shot,desat_0.75,Light2,53.475239458826834
7697,pq,39,ITU21TMO,smooth,peak_hdr_1000.0,Light2,26.983488278174622
7698,pq,23,ExpertTM,None,None,Light2,64.13580374489419
7699,pq,39,Yang21TMO,framewise,desat_0.75,golf2,39.26432620313229
7700,pq,23,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.25,Light2,58.25975045988985
7701,hlg,31,Eilertsen15TMO,framewise,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Sunroom,48.76034298279906
7702,pq,31,Rana19TMO,shot,desat_0.25,Light2,53.2565011627584
7703,hlg,31,Shan12TMO,shot,wavelet_haar_levels_3,Trees,56.26825345731841
7704,pq,23,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.0,CenterPanorama,61.26365059526992
7705,hlg,23,Durand02TMO,shot,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Sunroom,66.07047356359142
7706,pq,23,Durand02TMO,framewise,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,golf2,51.15789411596352
7707,hlg,39,Shan12TMO,smooth,wavelet_haar_levels_2,Trees,58.45405858981235
7708,pq,23,HableTMO,shot,desat_0.0,firework,66.66558769587873
7709,pq,39,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.75,CenterPanorama,38.49641391719569
7710,hlg,31,Oskarsson17TMO,framewise,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Nativity,49.35128131335651
7711,hlg,23,Oskarsson17TMO,smooth,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Sunroom,45.83771911151837
7712,pq,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.0,football3,65.46923465891447
7713,pq,39,HableTMO,framewise,desat_0.0,football3,40.30199805454988
7714,pq,31,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.75,CenterPanorama,46.40049863622611
7715,pq,39,Eilertsen15TMO,shot,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,CenterPanorama,48.122699359259805
7716,pq,39,Shan12TMO,framewise,wavelet_haar_levels_4,golf2,44.56412238650524
7717,hlg,31,Oskarsson17TMO,framewise,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,CarPark,47.76355736224288
7718,pq,39,ITU21TMO,shot,peak_hdr_1000.0,firework,40.43348971830362
7719,hlg,23,Eilertsen15TMO,shot,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,StainedGlass,66.7678905818359
7720,pq,23,Durand02TMO,smooth,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,CenterPanorama,60.196465928201896
7721,pq,23,ColorTransformTMO,framewise,None,firework,73.83177128478492
7722,pq,39,Durand02TMO,shot,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,football3,43.62594121486881
7723,hlg,39,Yang21TMO,shot,desat_0.75,StainedGlass,40.11064821730286
7724,hlg,31,Eilertsen15TMO,shot,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,CarPark,49.07784687564324
7725,hlg,31,Reinhard12TMO,smooth,viewing_cond_neutral,Trees,67.06428364107482
7726,hlg,23,Durand02TMO,smooth,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,StainedGlass,41.99924293855892
7727,pq,23,Eilertsen15TMO,framewise,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Skyscraper,62.73415039609468
7728,pq,39,Reinhard12TMO,shot,viewing_cond_neutral,CourtYard,63.80641189157212
7729,hlg,39,Yang21TMO,shot,desat_0.5,Blinds,37.65956627374642
7730,hlg,23,DolbyVisionTMO,framewise,None,Blinds,57.850271155780355
7731,hlg,39,DolbyVisionTMO,smooth,None,Blinds,47.496692259315
7732,hlg,31,Yang21TMO,smooth,desat_0.0,Snow3,53.194409126454154
7733,pq,23,Yang21TMO,framewise,desat_0.25,Light3,65.34926315451415
